age,income,loan_amount,employment_years,has_previous_loans,credit_score,defaulted_before,approved
60,35580,11177,21,0,741,0,1
51,35533,9197,7,0,662,0,1
31,42310,20595,2,0,685,0,1
42,64001,24630,23,0,737,0,0
42,48699,14061,15,0,673,0,1
66,60184,6296,36,0,695,0,1
59,75749,15206,18,1,708,0,1
43,56673,14356,0,0,659,0,1
49,51203,26868,11,1,626,1,0
32,63171,17956,8,1,725,0,1
18,10206,9155,0,0,607,1,0
29,76984,13007,9,1,703,0,1
47,45095,22715,31,0,634,0,1
64,41320,19708,29,1,678,0,1
39,44513,17869,13,1,719,0,1
34,44253,11907,15,0,570,0,1
45,81065,14287,23,0,595,0,1
26,28772,4421,5,1,758,1,1
49,68418,16234,29,1,597,0,1
69,44093,16816,47,0,607,0,1
38,53705,21185,1,0,701,0,1
48,49429,8661,11,1,671,0,1
40,45866,17538,24,1,756,0,1
28,50372,7350,12,0,745,0,1
24,60086,19332,3,0,767,0,1
56,22858,9829,7,1,662,0,1
22,74396,17834,5,1,604,0,1
68,39478,8619,0,0,614,0,1
57,59969,18924,29,1,616,0,1
63,32148,14670,1,1,616,1,1
20,54643,10936,3,0,770,0,1
35,49939,18679,5,1,612,0,0
63,79542,7981,44,1,612,0,1
69,55267,14692,30,0,656,1,1
52,29260,16971,18,0,716,0,1
30,49864,15269,14,0,655,0,1
37,36188,21367,10,0,738,0,1
69,72380,13595,31,0,698,1,1
33,39539,7537,6,1,790,0,1
57,72993,20183,6,1,735,0,1
64,56193,22535,26,0,643,0,1
43,62757,19223,23,0,676,0,1
66,26723,18810,40,1,769,0,1
36,36926,9506,17,1,619,0,1
57,60791,16274,31,0,625,0,1
39,25886,13672,16,1,777,0,1
44,66372,12173,23,1,711,0,1
67,45050,6873,49,0,719,0,1
43,35481,21894,9,0,685,0,1
32,36403,20328,9,1,663,0,1
41,56292,20998,7,1,605,0,1
53,32776,17286,8,0,747,0,1
69,27280,17273,6,0,637,0,1
57,56309,14969,20,0,733,0,1
49,44325,11799,13,0,667,0,1
53,76055,18324,4,0,795,0,1
52,40182,15089,8,0,722,0,1
63,51233,22145,8,0,678,0,1
69,55194,13508,30,0,619,1,1
62,42906,17246,19,1,679,1,1
50,46445,19412,8,1,720,1,1
30,57638,13776,3,0,758,0,1
32,65629,2337,14,0,724,0,1
20,57921,5380,0,0,666,0,1
35,4149,10313,19,0,697,1,1
39,45363,15132,3,0,731,0,1
58,64971,18663,29,1,713,0,1
23,43740,10830,4,1,550,0,1
38,35190,15678,16,1,752,0,1
57,46331,16423,10,1,714,0,1
46,74423,13687,6,1,660,0,1
42,63911,16816,7,0,650,0,1
63,41571,14415,27,1,643,0,1
47,45236,24269,2,1,655,0,0
38,44415,17883,0,0,652,0,1
50,61504,15223,21,1,629,0,1
31,74653,13994,2,1,654,0,1
65,42913,23674,39,0,648,0,1
48,63525,19190,3,1,658,1,1
31,58130,19691,12,0,767,0,1
41,32570,5999,10,1,740,0,1
28,51478,5162,9,1,713,0,1
62,38063,14696,37,0,692,0,1
46,50775,15741,8,1,704,1,1
35,61001,5193,15,0,657,1,1
58,50770,11157,17,1,696,0,1
21,61885,16053,3,1,733,0,1
41,71244,10986,21,1,670,0,1
19,26255,20416,0,0,760,0,1
37,75048,16750,1,1,817,0,1
30,68188,16180,8,0,704,1,1
28,42854,11849,5,1,581,0,1
31,75106,13299,15,1,812,0,1
43,62741,16847,15,0,721,0,1
34,62286,8334,18,1,686,1,1
57,47291,20146,30,1,646,0,1
29,39523,10208,4,1,707,1,1
44,55199,16387,11,0,725,0,1
57,66309,14181,18,0,717,0,1
38,57705,21742,15,1,697,0,1
36,57830,13029,8,1,709,0,1
64,56690,11867,16,1,723,0,1
45,66615,18172,16,0,657,0,1
62,20135,13677,15,0,666,1,1
42,30530,14319,24,0,624,1,1
38,69659,16898,17,1,690,0,1
29,46311,13123,12,0,724,0,1
65,61905,20453,15,1,721,0,1
46,39155,21757,13,1,660,0,1
64,46755,9709,46,0,632,0,1
53,45845,19149,22,1,693,0,1
56,67954,11788,31,0,747,0,1
31,55192,13671,5,0,551,0,1
54,56161,18394,34,0,752,0,1
40,42464,4408,17,0,613,0,1
35,74104,19695,5,0,666,1,1
51,70059,19078,17,1,682,0,1
66,40784,8235,14,1,705,0,1
66,42168,19941,47,0,686,0,1
66,52261,13962,11,1,683,0,1
51,60746,13913,8,0,731,0,1
38,37059,14944,13,0,779,0,1
59,41110,8905,7,0,638,0,1
66,37386,11010,24,1,628,0,1
44,67294,11270,10,0,676,0,1
40,46537,11002,12,1,740,1,1
20,56067,17448,1,1,706,0,1
47,69206,7495,21,0,743,0,1
42,35507,18176,17,0,726,0,1
21,37308,12055,2,0,692,0,0
51,70113,6123,32,0,695,1,1
42,29041,13144,17,0,746,0,1
53,60285,12934,22,0,571,0,1
41,29670,11511,14,0,794,0,1
22,78612,15801,0,1,606,0,1
32,62921,1821,11,0,657,0,1
66,46433,12969,43,1,710,0,1
40,63033,15357,12,0,638,0,1
20,65475,21975,4,1,712,0,1
23,29628,14712,4,1,677,0,1
41,64864,18471,25,0,674,1,1
58,59916,21753,13,1,702,0,1
19,48510,7131,1,0,705,0,1
50,58585,17955,20,1,682,0,1
63,43630,11513,44,0,759,0,1
60,56978,24014,33,0,661,0,1
34,36867,16121,9,0,691,0,0
55,58895,12879,2,0,686,0,1
60,54197,16985,34,0,694,0,1
28,55011,14170,10,1,730,0,1
27,63714,27442,10,1,583,0,1
55,51193,12500,32,0,636,0,1
60,32158,10125,6,0,733,0,1
49,27090,17201,12,0,709,0,1
69,51831,19481,30,1,664,0,1
57,43547,11297,33,0,761,1,1
47,72569,16324,18,0,670,1,1
69,37333,5633,3,0,610,0,1
30,51803,7259,11,0,635,0,1
49,68570,9454,2,1,741,0,1
69,54625,21871,16,1,647,0,1
56,67453,7201,28,1,637,0,1
42,38869,2524,17,0,682,0,1
19,24021,22326,3,1,589,1,1
55,73003,23401,24,0,680,0,1
18,35863,3262,0,1,767,0,0
24,48596,8635,7,0,737,0,1
54,42936,14551,22,1,724,0,1
69,49814,17784,17,0,682,0,1
62,59050,12059,2,0,647,1,1
49,30069,11280,3,0,706,0,1
54,64197,20556,22,0,730,0,1
45,58176,12079,25,0,718,0,1
53,24021,14365,14,1,636,0,0
20,55273,9919,4,0,672,0,1
62,59334,12613,3,0,650,0,1
48,43087,21409,15,0,642,0,1
22,68838,22974,6,0,712,0,1
49,45756,13625,8,1,655,0,1
49,41308,5713,6,0,708,0,1
33,53532,15710,9,1,629,0,1
39,63978,1380,13,1,674,0,1
53,55773,13517,20,1,654,0,1
35,23462,9347,6,0,652,0,1
25,47886,11810,3,0,678,1,1
25,22923,23612,5,0,749,0,1
42,41582,15009,17,1,761,0,0
25,66861,13770,1,1,719,0,1
63,27602,16025,4,0,649,0,1
58,66278,23496,22,1,718,0,1
38,31490,14372,7,0,698,0,1
48,68640,17068,7,0,669,0,1
57,46737,16747,8,1,657,0,1
29,33793,10862,9,1,682,1,1
23,37882,18446,1,0,830,0,1
69,62210,17219,7,0,686,0,1
57,55109,13613,3,1,718,0,1
49,53127,17096,33,0,669,0,1
53,65992,13808,24,1,690,1,1
67,57080,15407,45,0,729,1,1
55,17694,17484,34,1,719,0,1
32,41928,21124,14,1,626,0,1
35,61496,27187,3,0,663,0,1
29,52102,20008,6,0,612,0,1
20,44761,11181,3,0,754,0,1
66,52244,8485,19,0,711,1,1
33,41526,13372,0,0,704,1,1
38,40095,13557,12,1,721,0,1
50,28676,12968,21,1,658,0,1
60,63319,21270,31,1,619,0,1
34,60601,14322,6,1,625,0,1
37,68045,12693,6,1,674,0,1
25,34715,14997,1,1,692,1,1
62,32634,14208,35,0,717,0,1
67,63699,11467,1,0,728,0,1
39,63882,21293,20,1,712,0,1
28,56538,15509,1,1,746,0,0
63,24793,21784,24,0,668,1,1
47,39113,25523,20,0,628,0,1
25,56762,16393,4,1,661,0,1
28,41486,16279,11,0,664,0,1
45,44431,13868,14,1,647,0,1
20,33239,22655,3,0,684,0,1
21,59363,7339,1,1,696,0,1
36,35213,13968,17,0,606,1,1
66,50976,15718,0,0,561,0,1
65,63778,16362,31,0,686,1,1
54,39847,14801,33,0,654,0,1
51,55494,27355,29,0,596,0,1
25,33626,23288,6,1,680,0,1
41,46923,14849,12,0,717,0,1
26,48768,16057,1,1,736,0,1
56,36155,14972,19,0,677,0,1
20,59406,6193,1,1,732,0,1
56,53407,12144,17,1,676,0,1
50,46466,8362,10,0,664,1,1
66,72403,14723,24,1,558,0,1
49,50025,26467,2,0,580,1,1
44,57322,16859,0,1,669,0,1
62,61990,10115,34,1,662,0,1
53,45196,20445,18,1,718,0,1
21,35365,9780,2,1,667,0,1
66,61973,14856,50,0,598,0,1
18,77846,12720,2,1,615,0,1
29,53103,24201,8,1,632,1,0
51,71450,9942,3,0,688,0,1
20,65770,15154,1,1,734,0,1
21,18086,6132,0,0,666,0,1
63,16260,7671,37,0,737,0,1
51,58832,17488,29,0,770,0,1
55,79684,16331,2,0,741,0,1
60,56903,15770,0,1,719,1,1
49,34352,9942,20,1,696,1,1
37,61591,8713,0,1,675,0,1
46,52476,5030,21,0,751,0,1
63,57566,8344,39,1,684,0,1
58,51180,11633,38,1,715,0,1
18,36833,10979,0,1,720,0,1
59,51206,6711,9,0,635,0,1
32,73023,6953,13,0,669,0,1
58,36907,7178,11,0,756,1,1
37,39841,17961,20,0,676,0,1
66,79245,16651,17,1,717,0,1
48,52181,18405,32,1,701,0,1
42,10003,20905,10,1,756,0,1
35,60031,16233,1,1,696,0,1
39,33907,21827,14,1,730,0,0
56,59824,17047,29,0,702,0,1
43,58478,10907,7,1,818,0,1
68,67697,15183,6,0,626,0,1
28,45216,13078,2,0,676,0,1
45,28890,13967,22,0,679,0,1
52,64945,15880,8,1,646,0,1
21,58166,7917,1,1,664,0,1
68,40675,11996,4,0,722,0,1
30,60886,24048,6,0,685,0,1
65,57624,10464,38,0,717,0,1
63,55324,21139,16,1,651,0,1
25,35225,11039,5,1,764,1,1
36,27737,21574,14,0,713,0,1
25,28867,13401,6,1,602,0,1
18,47765,14573,2,0,763,0,0
23,28733,15225,1,1,605,0,1
63,57968,15081,45,1,656,0,1
65,38662,9474,19,0,767,0,1
42,28163,14394,17,0,601,0,1
24,33003,14497,1,0,671,0,1
45,64054,13070,29,0,651,0,1
31,40441,22105,10,0,763,0,1
48,46361,15795,6,1,666,0,1
44,22541,23190,18,0,674,0,0
58,30440,23613,35,0,688,1,1
38,46725,12649,0,0,735,1,1
37,65147,18435,21,0,695,0,1
50,56166,20804,22,1,706,1,1
36,54085,8623,3,0,602,0,1
45,44855,22736,6,1,617,0,1
37,39426,7936,15,1,713,0,0
69,45730,11419,32,0,692,0,1
52,41591,6227,24,1,703,0,1
56,38477,15612,23,1,629,0,1
46,48620,15365,17,0,678,0,1
52,62197,12230,35,0,699,0,1
50,44678,8315,23,0,734,0,1
66,76270,13058,38,0,679,0,1
19,38784,5133,0,0,669,0,1
46,46294,15749,22,0,669,1,1
45,50379,16311,17,0,665,0,1
43,51818,18844,8,1,704,0,1
18,54472,8722,0,1,649,0,1
26,37216,11580,2,0,677,0,1
51,42371,15494,2,1,720,0,1
55,39972,17884,27,1,777,0,1
48,50361,12004,26,1,652,0,1
36,50616,12290,10,0,609,0,1
26,65624,21603,4,0,723,0,1
64,60527,12907,30,1,654,0,1
40,44312,18237,17,1,684,0,1
20,54407,14207,1,0,711,0,1
59,69240,13821,35,1,586,0,1
36,53527,19653,18,0,607,0,1
32,61444,14113,6,0,730,0,1
30,65820,13646,0,1,690,0,1
30,72102,25898,12,0,688,0,1
18,59595,15378,1,0,674,0,1
69,46254,15234,36,1,732,0,1
69,36337,17505,48,1,690,0,1
24,64416,12889,0,1,727,0,1
57,36125,4760,38,1,659,0,1
57,35493,15507,13,0,725,1,1
62,70099,14288,22,1,762,0,1
59,76829,17740,7,1,630,0,1
30,49322,14672,3,0,616,0,1
67,46812,6432,1,1,774,1,1
56,83408,13442,4,1,605,0,1
47,51749,17667,3,1,646,0,1
56,54424,22515,32,1,613,1,1
26,58559,6577,9,0,646,0,1
63,30550,15525,16,1,768,0,1
51,21156,22963,32,0,724,1,1
35,67480,10741,1,0,730,1,1
35,34894,13552,0,1,630,0,0
47,37621,16494,29,0,667,0,1
19,55328,16321,3,1,702,0,1
29,48617,18684,5,1,751,0,1
62,51934,15255,31,0,610,0,1
57,47244,16511,16,1,668,0,1
53,48816,22520,13,1,659,1,1
55,61003,19342,38,1,729,0,1
52,51036,12065,13,0,745,0,1
37,53377,19862,20,1,644,0,1
48,47677,14760,11,0,783,0,0
62,65665,13926,37,1,691,0,1
30,48266,16627,9,1,562,0,1
38,19205,11682,9,0,620,0,1
43,47844,16440,10,1,629,0,1
21,55062,23283,4,0,719,0,1
37,37371,15156,18,1,721,0,1
18,43197,15988,1,1,654,0,1
23,57158,9132,7,0,659,0,1
42,41295,18196,14,1,755,0,1
41,13783,24185,6,0,683,0,1
63,77204,13288,6,0,797,0,1
49,60212,12470,1,0,738,1,1
57,55242,20876,26,0,706,0,1
21,58448,12162,3,1,710,1,1
55,74291,12188,15,0,681,0,1
44,44474,15506,13,0,678,0,1
61,65363,20278,45,1,686,1,1
61,25650,20616,15,1,664,0,1
67,67283,21993,0,1,739,0,1
27,75328,13495,8,1,622,0,1
25,49577,12269,2,1,635,0,1
30,46216,10606,1,0,602,1,1
22,37299,13812,2,1,637,0,1
66,51234,10313,16,0,649,0,1
19,25060,21644,3,1,688,0,1
47,42247,25231,4,1,621,0,0
49,49938,12618,19,1,628,0,1
20,33685,10881,2,0,760,1,1
65,39653,8783,28,1,733,0,1
20,53911,2225,0,0,567,0,0
60,47629,19367,32,1,611,0,1
30,65456,19742,0,0,675,0,1
66,45900,11403,3,0,639,0,1
24,69663,24265,6,1,603,0,1
63,60302,14877,44,1,703,0,1
29,47958,22026,4,0,756,0,1
64,47570,18318,41,1,563,0,1
44,37141,11751,28,0,661,0,1
22,48777,14135,0,1,669,0,1
22,51366,15739,2,0,665,0,1
63,54843,19716,26,0,658,0,1
43,56620,17913,17,0,672,0,1
31,60735,12064,12,0,696,1,1
27,29768,5091,0,0,621,0,1
41,45532,16796,9,0,646,1,1
61,39347,3483,29,1,690,0,1
52,51396,17754,13,1,665,0,0
37,19532,14955,20,1,697,0,1
64,59858,10149,0,1,634,0,1
30,59417,16437,4,1,757,0,1
35,51472,18080,18,1,722,0,1
57,35441,18183,35,1,688,0,1
25,56032,19133,8,0,664,0,1
55,57276,13867,16,1,773,0,1
55,69684,13043,16,0,707,0,1
20,38950,16136,4,0,631,0,0
38,8872,19521,4,0,651,1,1
41,66746,14980,24,0,704,1,1
46,61589,10892,4,1,612,0,1
33,39518,7702,5,0,692,0,0
68,34682,16003,10,1,662,0,1
49,84405,13053,33,0,725,0,1
21,46114,16155,1,1,580,0,1
60,65166,13301,34,1,687,0,1
20,92833,14117,1,1,701,0,1
41,57311,12319,24,0,721,0,1
61,61326,13986,38,1,678,0,1
19,45142,18501,0,0,699,1,1
68,77596,15191,0,0,659,0,1
43,29544,12328,20,1,681,0,1
43,44106,18873,26,1,622,0,1
49,32863,19640,6,1,641,0,1
67,53747,15951,39,0,574,1,1
38,27023,13827,21,1,657,1,1
59,38346,12188,18,1,620,0,1
18,64359,4022,0,1,806,0,1
59,36849,11416,37,1,711,0,1
44,39814,17644,24,0,654,0,1
41,33960,18445,0,0,773,0,1
68,72132,13773,19,0,690,0,1
27,50175,2808,7,1,666,0,1
69,34646,17932,47,1,644,0,1
46,34924,14104,24,1,639,0,1
33,30830,16748,1,0,600,0,1
43,60386,17396,26,0,699,0,1
61,53187,16761,6,1,682,0,1
51,22836,20387,31,1,714,1,1
22,48692,16804,0,0,656,0,1
63,38195,17275,6,1,609,0,1
20,36409,12610,0,1,706,0,0
62,62897,7791,19,0,644,0,1
56,56648,13771,18,1,759,1,1
35,32520,12644,10,1,664,0,1
34,69166,19034,9,1,747,1,1
62,14738,15572,35,1,696,0,1
43,28032,19247,20,1,692,0,1
20,36825,16217,0,0,725,0,1
53,52265,11032,3,1,642,0,1
56,56470,20816,27,1,721,0,1
26,47151,19761,6,1,714,0,1
53,52008,19044,3,0,662,0,1
29,48497,16304,12,1,710,1,1
32,48071,16243,4,1,642,0,1
51,48195,8742,24,1,773,0,1
47,72212,17359,14,1,793,0,1
58,23338,18724,4,1,561,0,1
40,17002,13020,20,1,715,0,1
58,62785,10210,38,1,629,0,1
33,57711,21930,0,1,652,0,1
24,66828,7776,5,0,753,0,1
34,25054,14322,15,0,726,0,0
64,55232,18883,14,1,647,0,1
64,61552,11295,34,0,651,0,1
53,53114,19751,9,0,674,0,1
33,38889,15236,13,0,712,0,1
38,42575,15453,17,1,663,1,1
51,64761,23306,33,0,690,0,1
44,45427,11304,21,0,622,0,1
20,69877,13681,1,0,635,0,1
55,31539,11750,39,0,684,0,1
45,38478,8040,3,0,766,0,1
52,52281,14812,4,0,698,0,1
54,61923,21587,32,1,718,0,1
27,72039,18468,7,1,653,0,1
56,53689,8114,3,0,606,0,1
34,24116,14418,8,0,696,1,1
44,22812,13129,22,1,734,1,1
53,52450,18034,6,1,656,0,1
44,61151,14324,25,1,667,0,1
66,45047,13704,48,1,728,0,1
54,44607,10422,18,1,723,0,1
35,59401,16314,11,0,676,1,1
45,32855,19404,9,0,702,0,0
18,44143,18375,1,0,723,0,1
68,42827,16715,11,1,744,0,1
63,56535,13508,13,1,646,0,1
65,61126,19579,32,1,674,0,1
36,58466,20032,11,1,657,0,1
53,46930,14114,36,0,674,0,0
42,70104,13350,25,1,733,0,1
43,30575,16579,14,1,679,1,1
47,36558,11495,17,1,651,0,1
66,51249,23562,41,1,652,0,1
32,39632,19715,14,0,681,0,1
47,55291,12462,3,0,707,0,1
38,55809,13028,16,0,568,0,0
54,52848,5921,28,0,725,1,1
37,65374,22814,4,1,655,0,0
50,48519,8375,26,0,769,0,1
65,42907,9960,43,1,724,0,1
18,65188,17297,1,1,683,0,1
60,36495,17289,28,0,649,1,1
69,45236,17878,23,0,682,0,1
60,60526,15779,27,0,694,0,1
22,59454,16128,0,0,764,0,1
41,23597,19241,22,0,691,0,1
28,67919,10868,2,0,724,0,1
55,-1680,26638,11,1,676,1,1
44,38048,12419,27,0,648,1,0
48,55400,7473,22,1,549,0,1
36,46478,11503,6,1,706,0,0
59,62015,24806,28,1,645,0,1
58,45967,15536,12,0,637,0,1
35,61235,10919,10,0,665,0,1
52,21890,19558,18,0,689,0,1
30,56150,11575,10,1,759,0,1
62,75701,6851,25,1,705,0,1
21,70181,13210,5,0,601,1,1
24,61618,24182,1,0,739,0,1
58,46025,17521,16,1,645,0,1
45,42580,7895,1,0,680,0,1
63,59334,14902,15,1,630,0,1
57,29554,10965,10,0,712,0,1
66,52336,14936,20,1,753,1,1
50,53657,21214,17,1,671,0,1
64,61513,23137,31,1,711,0,1
44,36013,14732,4,1,657,0,1
44,60418,14634,18,1,739,1,1
41,27617,19527,24,1,645,1,1
53,44419,16442,0,0,693,0,1
21,56391,2400,5,1,643,0,1
55,31957,15809,22,0,745,0,1
34,80671,8142,13,1,680,0,1
58,52933,24240,16,0,650,0,1
19,76706,12981,1,1,727,0,1
36,23680,14789,5,0,750,0,1
63,54615,19533,6,1,690,0,1
25,41555,9161,1,0,706,0,1
50,47337,16027,19,0,624,0,0
18,55653,20713,1,1,692,0,1
21,27192,14571,2,1,670,0,1
43,55956,3219,2,0,722,0,1
36,48274,19895,20,1,691,0,1
38,39750,7714,3,0,709,0,1
63,58780,7637,9,0,727,0,1
65,72853,18476,43,1,696,0,1
35,41484,11159,5,0,626,0,1
34,65887,22807,5,0,643,0,1
46,44838,16550,21,1,794,0,1
58,33568,14298,37,1,662,0,0
33,27542,19690,9,0,646,0,1
49,57532,25169,20,0,681,0,1
43,36355,13194,24,1,688,0,1
39,36263,13379,5,0,663,1,1
22,53089,12106,0,0,719,1,1
36,59447,3319,8,1,721,0,1
29,44462,17619,9,0,782,0,1
29,60323,9972,1,0,661,0,1
49,38583,16854,20,1,742,0,1
21,48015,14830,4,0,673,0,1
34,51005,16220,5,1,588,0,1
32,43186,11429,8,0,647,0,1
28,38193,17386,3,0,688,0,1
40,78055,23003,10,1,683,0,1
25,45236,20310,1,0,696,0,1
28,27623,16003,2,0,632,0,1
59,40120,13504,32,0,660,1,1
43,46557,13350,8,0,748,0,1
51,46347,15566,7,0,664,0,1
33,59736,16890,4,0,621,1,1
64,27130,23356,43,0,683,0,1
67,34950,15206,31,1,671,0,1
39,55515,22950,11,1,827,0,1
43,58348,12308,19,0,692,0,1
20,78585,15028,1,0,624,0,1
56,54645,22887,9,1,694,0,1
59,63249,15307,25,1,684,0,1
66,51505,14412,15,1,710,0,1
44,75117,8608,21,1,619,0,1
27,54959,5982,11,0,631,0,1
54,76847,11559,2,1,663,0,1
50,22454,9156,11,1,732,0,1
43,38291,22435,8,0,683,0,1
40,48238,13510,17,1,641,0,1
35,50991,17507,3,0,698,0,1
48,56869,15267,30,1,627,0,1
50,53119,17243,32,0,688,0,1
57,58324,18423,40,0,591,0,1
64,61958,13476,17,0,731,1,1
45,59179,10866,12,0,690,0,1
41,15926,18340,23,0,677,0,1
50,45444,15002,33,1,713,0,1
46,74356,17449,29,0,671,0,1
36,53984,17939,7,1,583,0,1
63,62703,12257,25,1,627,0,1
63,44361,17089,28,0,662,1,1
37,17664,9734,4,1,615,0,1
20,60067,14305,3,1,642,0,1
30,52965,23226,1,1,649,0,1
60,53775,20198,3,1,666,0,1
63,47257,17695,32,1,707,0,1
39,63765,8976,11,0,733,0,1
68,32696,10735,42,0,725,0,1
68,44024,11276,49,0,698,0,1
26,38236,14458,9,0,742,0,1
62,45044,11713,3,0,669,0,1
24,12530,20298,6,1,731,0,1
54,56909,9440,7,1,682,0,1
29,52186,10775,9,1,657,0,1
35,37799,19731,0,0,667,1,1
19,41329,9269,1,0,730,0,1
36,44395,16898,10,0,645,0,1
60,56839,25353,34,1,751,0,1
37,79093,12306,11,1,681,1,1
41,32889,11608,4,0,742,0,1
32,48738,10516,13,0,592,0,1
40,86788,18275,13,0,711,0,1
29,75033,14565,11,0,662,1,1
19,39827,22894,1,0,697,0,1
53,50364,11255,27,0,589,0,1
45,47041,23381,11,0,664,0,1
25,37459,16214,1,1,720,1,0
31,47351,15060,9,0,627,0,1
35,54187,15016,8,0,622,0,1
64,22477,7903,28,0,606,0,1
67,51577,4273,21,1,642,0,1
63,43305,19743,1,1,687,0,1
43,41288,17468,9,1,677,0,0
40,38627,12593,21,0,577,0,1
57,15779,14725,9,1,699,0,1
43,47078,6925,20,0,634,0,1
45,42603,22462,28,1,684,0,1
62,56328,12642,46,0,674,0,1
22,64164,9679,5,1,621,1,1
54,39628,15101,10,1,652,0,1
49,66671,20632,29,0,659,0,1
51,48697,19736,4,1,681,0,1
60,50934,19011,41,0,649,0,1
20,53413,2551,2,0,679,0,1
22,63143,9577,4,1,712,0,1
40,27065,18410,11,0,614,1,1
65,63872,19411,12,0,626,0,1
52,61251,23374,11,0,693,0,1
48,47195,7739,32,0,674,0,1
27,47362,15267,5,0,584,0,1
60,52544,3918,15,1,712,0,1
28,34538,13043,1,1,685,1,1
22,62285,16517,5,0,758,0,1
18,65755,20477,2,1,668,0,1
42,38784,19354,24,1,682,0,1
56,60490,12013,20,1,770,0,1
59,17018,10367,0,0,716,0,1
45,45053,8564,19,0,678,0,1
30,53117,15358,8,1,691,0,0
44,47937,11789,14,0,713,0,1
61,57033,4605,38,1,579,0,1
46,75171,14625,8,1,681,1,0
63,78863,5660,45,0,689,0,1
21,58672,19583,3,1,725,0,1
37,49074,15353,18,0,665,0,1
33,34896,16463,10,1,691,1,1
48,63534,14279,16,0,697,0,1
63,58189,19238,9,1,683,0,1
66,46512,12367,41,1,664,0,1
56,59016,14791,27,0,590,0,1
52,40549,19716,14,1,628,0,1
19,37624,14648,2,1,593,0,1
37,44598,-286,6,1,635,0,1
40,84105,10103,13,0,673,0,1
39,48616,14732,10,0,718,0,1
37,20809,9743,21,1,604,0,1
58,59810,14214,10,1,717,0,1
54,50376,6746,38,1,637,0,1
47,36219,18850,18,0,719,0,1
49,40324,13193,4,1,703,0,1
54,52809,15735,0,1,634,0,1
55,54159,20043,11,1,720,0,1
39,47183,15638,10,1,797,0,1
68,58869,10467,41,0,741,0,1
56,23705,10583,5,1,647,0,1
30,52139,17527,5,1,686,0,1
27,56126,12666,11,0,681,0,1
54,39635,16328,28,0,640,0,1
52,40426,4813,0,1,671,1,0
35,54106,16773,5,1,672,0,1
47,62344,14602,1,0,621,0,1
40,67195,7984,4,0,704,0,1
32,39480,7539,1,0,662,1,1
45,55485,16959,23,1,658,0,0
55,33002,13145,36,1,615,0,1
67,29900,9992,33,0,676,0,1
39,62241,13463,17,1,646,0,1
60,63249,21642,15,1,630,0,1
58,63086,19497,13,0,701,0,1
60,35579,10817,25,1,640,0,1
38,40314,9996,6,1,768,0,1
47,50046,15269,29,0,691,0,1
60,36657,18267,28,0,620,0,1
18,61839,14609,1,0,628,1,1
45,46782,14124,27,1,634,1,1
45,52994,15214,25,0,702,0,1
52,25092,18739,23,1,681,0,1
30,35208,10382,0,0,721,0,1
35,40878,19304,14,0,784,1,1
26,36442,10653,0,0,712,0,1
48,56982,14231,10,0,670,0,1
45,54111,14152,4,1,698,0,1
40,44805,16031,18,0,627,0,0
26,59268,16566,9,0,618,0,1
25,71129,20796,0,0,748,0,1
21,60733,20546,1,1,697,1,0
53,45250,11066,6,0,511,0,1
36,50599,19822,8,1,642,0,1
66,35098,19786,31,1,760,0,1
67,54351,10979,25,1,618,0,1
43,48092,25602,17,0,750,0,1
41,55932,18755,7,1,604,1,1
49,31029,16081,33,0,683,0,1
68,55085,20218,13,0,656,0,1
46,45721,26425,13,1,647,0,1
41,60559,21013,2,1,693,0,1
25,64790,11509,8,1,752,0,1
44,65793,15964,8,1,704,0,1
29,45863,15077,11,0,716,0,1
57,53015,12464,14,0,649,0,1
67,50548,26716,21,1,696,0,1
34,67151,10969,10,1,720,0,1
34,34294,11169,1,1,698,1,1
66,38534,11953,17,1,682,0,1
43,61959,19332,20,0,705,0,1
43,46278,13969,22,1,762,0,1
34,61047,8611,15,0,700,0,1
53,61710,20901,30,1,668,0,1
34,51997,15821,1,0,672,0,1
38,64269,15852,21,0,739,0,1
38,42301,16269,22,0,722,0,1
35,55498,12418,13,0,699,0,1
45,39544,12251,28,0,710,0,1
65,57642,11500,25,0,681,0,1
28,63594,17418,9,0,643,0,1
42,50948,21419,25,0,645,0,1
50,17825,15409,12,0,746,0,1
53,75713,16275,5,1,688,0,1
34,25955,11797,10,0,789,0,1
51,46728,18955,27,0,679,0,1
21,25655,21377,0,1,707,0,1
68,47138,20626,42,0,618,1,1
61,55919,11726,25,1,687,0,1
50,58771,5593,22,1,703,0,1
24,37175,6288,0,1,649,0,1
30,56042,16062,4,1,693,0,1
35,63175,20458,12,0,665,1,1
55,26520,17380,38,0,625,0,1
68,47268,13737,16,1,684,0,1
44,61444,12347,5,0,728,0,1
21,46998,15698,5,0,669,0,1
23,39923,12538,5,1,764,0,1
32,56142,15371,10,1,612,0,1
40,36970,16151,15,1,678,0,1
23,71356,11522,1,0,728,0,1
24,56827,12308,2,1,680,0,1
69,58324,11421,34,0,701,0,1
26,55972,12712,5,1,670,0,1
57,59035,18705,28,1,693,0,1
37,42280,12858,4,0,628,1,1
25,52598,12852,3,1,677,0,0
47,87143,21583,31,0,710,0,1
20,61942,13293,0,0,713,0,1
38,45369,12859,12,1,704,0,1
52,41498,8284,35,1,700,1,0
29,56485,4857,11,0,651,0,1
59,38065,24748,36,1,672,0,1
18,68010,17250,2,0,687,0,1
